time,open,high,low,close,volume
2024-01-14 10:00:00+0200,5.27,5.29,5.2,5.23,421450
2024-01-14 11:00:00+0200,5.23,5.33,5.16,5.32,624314
2024-01-14 12:00:00+0200,5.32,5.38,5.24,5.32,936555
2024-01-14 13:00:00+0200,5.32,5.4,5.28,5.39,80402
2024-01-14 14:00:00+0200,5.39,5.47,5.34,5.46,330854
2024-01-14 15:00:00+0200,5.46,5.56,5.37,5.54,262052
2024-01-14 16:00:00+0200,5.54,5.57,5.53,5.54,713826
2024-01-14 17:00:00+0200,5.54,5.55,5.45,5.55,410778
2024-01-14 18:00:00+0200,5.55,5.64,5.54,5.61,626182
2024-01-14 19:00:00+0200,5.61,5.63,5.55,5.62,679320
2024-01-14 20:00:00+0200,5.62,5.66,5.6,5.63,1001
2024-01-14 21:00:00+0200,5.63,5.72,5.57,5.61,791556
2024-01-14 22:00:00+0200,5.61,5.67,5.6,5.63,609446
2024-01-14 23:00:00+0200,5.63,5.67,5.63,5.64,713014
2024-01-15 00:00:00+0200,5.64,5.67,5.54,5.62,530658
2024-01-15 01:00:00+0200,5.62,5.67,5.59,5.61,498728
2024-01-15 02:00:00+0200,5.61,5.66,5.58,5.63,41280
2024-01-15 03:00:00+0200,5.63,5.66,5.57,5.64,138077
2024-01-15 04:00:00+0200,5.64,5.65,5.59,5.63,100427
2024-01-15 05:00:00+0200,5.63,5.73,5.54,5.72,557804
2024-01-15 06:00:00+0200,5.72,5.79,5.69,5.74,707408
2024-01-15 07:00:00+0200,5.74,5.76,5.65,5.67,616950
2024-01-15 08:00:00+0200,5.67,5.75,5.6,5.71,879021
2024-01-15 09:00:00+0200,5.71,5.76,5.66,5.7,705161
2024-01-15 10:00:00+0200,5.7,5.77,5.68,5.7,673291
2024-01-15 11:00:00+0200,5.7,5.71,5.65,5.71,483821
2024-01-15 12:00:00+0200,5.71,5.75,5.68,5.71,458632
2024-01-15 13:00:00+0200,5.71,5.77,5.66,5.73,522444
2024-01-15 14:00:00+0200,5.73,5.73,5.69,5.73,662029
2024-01-15 15:00:00+0200,5.73,5.78,5.69,5.75,672160
2024-01-15 16:00:00+0200,5.75,5.79,5.68,5.78,36586
2024-01-15 17:00:00+0200,5.78,5.84,5.77,5.83,47101
2024-01-15 18:00:00+0200,5.83,5.85,5.8,5.82,231026
2024-01-15 19:00:00+0200,5.82,5.87,5.8,5.81,343275
2024-01-15 20:00:00+0200,5.81,5.84,5.78,5.83,269348
2024-01-15 21:00:00+0200,5.83,5.83,5.82,5.82,628044
2024-01-15 22:00:00+0200,5.82,5.88,5.76,5.77,244401
2024-01-15 23:00:00+0200,5.77,5.77,5.71,5.71,242196
2024-01-16 00:00:00+0200,5.71,5.79,5.7,5.76,454999
2024-01-16 01:00:00+0200,5.76,5.8,5.76,5.78,295908
2024-01-16 02:00:00+0200,5.78,5.85,5.77,5.83,302104
2024-01-16 03:00:00+0200,5.83,5.88,5.82,5.83,401461
2024-01-16 04:00:00+0200,5.83,5.85,5.8,5.83,595210
2024-01-16 05:00:00+0200,5.83,5.93,5.79,5.8,726464
2024-01-16 06:00:00+0200,5.8,5.81,5.78,5.79,157887
2024-01-16 07:00:00+0200,5.79,5.88,5.75,5.86,479283
2024-01-16 08:00:00+0200,5.86,5.93,5.81,5.85,838325
2024-01-16 09:00:00+0200,5.85,5.94,5.8,5.88,974029
2024-01-16 10:00:00+0200,5.88,5.95,5.87,5.91,638198
2024-01-16 11:00:00+0200,5.91,5.91,5.9,5.9,427158
2024-01-16 12:00:00+0200,5.9,5.93,5.87,5.91,663617
2024-01-16 13:00:00+0200,5.91,5.91,5.85,5.86,74240
2024-01-16 14:00:00+0200,5.86,5.88,5.81,5.84,939175
2024-01-16 15:00:00+0200,5.84,5.9,5.79,5.85,576546
2024-01-16 16:00:00+0200,5.85,5.92,5.83,5.87,394412
2024-01-16 17:00:00+0200,5.87,5.94,5.82,5.83,522927
2024-01-16 18:00:00+0200,5.83,5.84,5.79,5.84,215763
2024-01-16 19:00:00+0200,5.84,5.93,5.83,5.89,925092
2024-01-16 20:00:00+0200,5.89,5.91,5.89,5.9,300777
2024-01-16 21:00:00+0200,5.9,5.92,5.82,5.85,538152
2024-01-16 22:00:00+0200,5.85,5.95,5.8,5.86,217351
2024-01-16 23:00:00+0200,5.86,5.9,5.78,5.82,602327
2024-01-17 00:00:00+0200,5.82,5.87,5.74,5.81,828453
2024-01-17 01:00:00+0200,5.81,5.89,5.78,5.85,439262
2024-01-17 02:00:00+0200,5.85,5.87,5.8,5.85,498904
2024-01-17 03:00:00+0200,5.85,5.88,5.76,5.82,771105
2024-01-17 04:00:00+0200,5.82,5.87,5.78,5.83,120757
2024-01-17 05:00:00+0200,5.83,5.85,5.78,5.8,772539
2024-01-17 06:00:00+0200,5.8,5.87,5.72,5.73,89030
2024-01-17 07:00:00+0200,5.73,5.75,5.68,5.72,965363
2024-01-17 08:00:00+0200,5.72,5.78,5.7,5.77,741414
2024-01-17 09:00:00+0200,5.77,5.83,5.7,5.81,200117
2024-01-17 10:00:00+0200,5.81,5.84,5.8,5.83,940363
2024-01-17 11:00:00+0200,5.83,5.91,5.76,5.8,821262
2024-01-17 12:00:00+0200,5.8,5.84,5.78,5.83,137340
2024-01-17 13:00:00+0200,5.83,5.85,5.78,5.84,442611
2024-01-17 14:00:00+0200,5.84,5.86,5.83,5.84,449506
2024-01-17 15:00:00+0200,5.84,5.87,5.79,5.8,47972
2024-01-17 16:00:00+0200,5.8,5.89,5.78,5.84,519270
2024-01-17 17:00:00+0200,5.84,5.89,5.76,5.79,403850
2024-01-17 18:00:00+0200,5.79,5.86,5.71,5.83,648526
2024-01-17 19:00:00+0200,5.83,5.89,5.77,5.83,572379
2024-01-17 20:00:00+0200,5.83,5.91,5.8,5.9,941087
2024-01-17 21:00:00+0200,5.9,5.91,5.88,5.88,609244
2024-01-17 22:00:00+0200,5.88,5.96,5.79,5.87,959021
2024-01-17 23:00:00+0200,5.87,5.97,5.87,5.87,120541
2024-01-18 00:00:00+0200,5.87,5.88,5.81,5.84,228585
2024-01-18 01:00:00+0200,5.84,5.87,5.82,5.87,570856
2024-01-18 02:00:00+0200,5.87,5.9,5.87,5.87,146882
2024-01-18 03:00:00+0200,5.87,5.89,5.84,5.87,77132
2024-01-18 04:00:00+0200,5.87,5.96,5.79,5.88,415359
2024-01-18 05:00:00+0200,5.88,5.91,5.82,5.89,35974
2024-01-18 06:00:00+0200,5.89,5.93,5.84,5.86,265452
2024-01-18 07:00:00+0200,5.86,5.88,5.84,5.86,160167
2024-01-18 08:00:00+0200,5.86,5.9,5.82,5.89,614084
2024-01-18 09:00:00+0200,5.89,5.92,5.85,5.87,572522
2024-01-18 10:00:00+0200,5.87,5.9,5.78,5.84,583037
2024-01-18 11:00:00+0200,5.84,5.87,5.77,5.8,359654
2024-01-18 12:00:00+0200,5.8,5.84,5.72,5.79,76350
2024-01-18 13:00:00+0200,5.79,5.82,5.74,5.8,379278
2024-01-18 14:00:00+0200,5.8,5.89,5.74,5.87,469557
2024-01-18 15:00:00+0200,5.87,5.95,5.8,5.94,596985
2024-01-18 16:00:00+0200,5.94,5.95,5.88,5.88,126809
2024-01-18 17:00:00+0200,5.88,5.96,5.81,5.87,818838
2024-01-18 18:00:00+0200,5.87,5.93,5.79,5.81,872863
2024-01-18 19:00:00+0200,5.81,5.9,5.8,5.84,602212
2024-01-18 20:00:00+0200,5.84,5.92,5.78,5.87,858998
2024-01-18 21:00:00+0200,5.87,5.89,5.8,5.86,145228
2024-01-18 22:00:00+0200,5.86,5.89,5.79,5.88,862607
2024-01-18 23:00:00+0200,5.88,5.93,5.79,5.88,981591
2024-01-19 00:00:00+0200,5.88,5.9,5.78,5.82,966322
2024-01-19 01:00:00+0200,5.82,5.83,5.76,5.8,829099
2024-01-19 02:00:00+0200,5.8,5.86,5.71,5.81,873990
2024-01-19 03:00:00+0200,5.81,5.87,5.77,5.84,751457
2024-01-19 04:00:00+0200,5.84,5.9,5.76,5.88,828929
2024-01-19 05:00:00+0200,5.88,5.9,5.82,5.88,71498
2024-01-19 06:00:00+0200,5.88,5.93,5.79,5.79,308664
2024-01-19 07:00:00+0200,5.79,5.8,5.71,5.73,640749
2024-01-19 08:00:00+0200,5.73,5.75,5.69,5.73,829090
2024-01-19 09:00:00+0200,5.73,5.81,5.64,5.75,650698
2024-01-19 10:00:00+0200,5.75,5.83,5.69,5.78,977577
2024-01-19 11:00:00+0200,5.78,5.82,5.73,5.81,571619
2024-01-19 12:00:00+0200,5.81,5.84,5.78,5.8,319069
2024-01-19 13:00:00+0200,5.8,5.89,5.79,5.89,841989
2024-01-19 14:00:00+0200,5.89,5.9,5.86,5.87,438267
2024-01-19 15:00:00+0200,5.87,5.95,5.81,5.85,112504
2024-01-19 16:00:00+0200,5.85,5.9,5.82,5.83,540734
2024-01-19 17:00:00+0200,5.83,5.89,5.79,5.81,248083
2024-01-19 18:00:00+0200,5.81,5.84,5.8,5.83,499057
2024-01-19 19:00:00+0200,5.83,5.93,5.76,5.8,126089
2024-01-19 20:00:00+0200,5.8,5.8,5.79,5.8,884899
2024-01-19 21:00:00+0200,5.8,5.81,5.78,5.81,918563
2024-01-19 22:00:00+0200,5.81,5.89,5.76,5.79,592771
2024-01-19 23:00:00+0200,5.79,5.88,5.7,5.71,601605
2024-01-20 00:00:00+0200,5.71,5.8,5.63,5.64,636327
2024-01-20 01:00:00+0200,5.64,5.72,5.59,5.69,299597
2024-01-20 02:00:00+0200,5.69,5.76,5.65,5.68,756319
2024-01-20 03:00:00+0200,5.68,5.78,5.63,5.78,131049
2024-01-20 04:00:00+0200,5.78,5.84,5.71,5.75,936903
2024-01-20 05:00:00+0200,5.75,5.81,5.67,5.69,297726
2024-01-20 06:00:00+0200,5.69,5.74,5.64,5.7,506119
2024-01-20 07:00:00+0200,5.7,5.73,5.64,5.67,687239
2024-01-20 08:00:00+0200,5.67,5.75,5.66,5.68,225966
2024-01-20 09:00:00+0200,5.68,5.76,5.67,5.69,657851
2024-01-20 10:00:00+0200,5.69,5.69,5.69,5.69,433771
2024-01-20 11:00:00+0200,5.69,5.75,5.65,5.7,877895
2024-01-20 12:00:00+0200,5.7,5.79,5.66,5.66,718562
2024-01-20 13:00:00+0200,5.66,5.73,5.57,5.62,151760
2024-01-20 14:00:00+0200,5.62,5.68,5.57,5.62,336826
2024-01-20 15:00:00+0200,5.62,5.66,5.58,5.6,10483
2024-01-20 16:00:00+0200,5.6,5.61,5.57,5.59,998253
2024-01-20 17:00:00+0200,5.59,5.61,5.58,5.58,829125
2024-01-20 18:00:00+0200,5.58,5.59,5.56,5.58,206003
2024-01-20 19:00:00+0200,5.58,5.63,5.49,5.53,265237
2024-01-20 20:00:00+0200,5.53,5.6,5.46,5.51,388965
2024-01-20 21:00:00+0200,5.51,5.61,5.42,5.44,325164
2024-01-20 22:00:00+0200,5.44,5.46,5.43,5.43,185881
2024-01-20 23:00:00+0200,5.43,5.51,5.41,5.45,698941
2024-01-21 00:00:00+0200,5.45,5.47,5.36,5.43,411708
2024-01-21 01:00:00+0200,5.43,5.43,5.38,5.38,913450
2024-01-21 02:00:00+0200,5.38,5.43,5.31,5.39,169248
2024-01-21 03:00:00+0200,5.39,5.48,5.32,5.45,671339
2024-01-21 04:00:00+0200,5.45,5.49,5.45,5.48,5532
2024-01-21 05:00:00+0200,5.48,5.49,5.47,5.48,557475
2024-01-21 06:00:00+0200,5.48,5.57,5.4,5.44,176525
2024-01-21 07:00:00+0200,5.44,5.52,5.35,5.38,150586
2024-01-21 08:00:00+0200,5.38,5.45,5.3,5.33,505818
2024-01-21 09:00:00+0200,5.33,5.43,5.23,5.29,522753
2024-01-21 10:00:00+0200,5.29,5.34,5.26,5.33,914753
2024-01-21 11:00:00+0200,5.33,5.37,5.27,5.27,991612
2024-01-21 12:00:00+0200,5.27,5.32,5.27,5.28,516826
2024-01-21 13:00:00+0200,5.28,5.35,5.19,5.22,666299
2024-01-21 14:00:00+0200,5.22,5.22,5.18,5.21,570269
2024-01-21 15:00:00+0200,5.21,5.3,5.15,5.15,254089
2024-01-21 16:00:00+0200,5.15,5.19,5.13,5.14,505800
2024-01-21 17:00:00+0200,5.14,5.14,5.1,5.14,696931
2024-01-21 18:00:00+0200,5.14,5.22,5.12,5.22,318370
2024-01-21 19:00:00+0200,5.22,5.28,5.17,5.24,63307
2024-01-21 20:00:00+0200,5.24,5.26,5.16,5.18,38927
2024-01-21 21:00:00+0200,5.18,5.27,5.14,5.2,248799
2024-01-21 22:00:00+0200,5.2,5.23,5.11,5.14,494494
2024-01-21 23:00:00+0200,5.14,5.15,5.1,5.1,784220
2024-01-22 00:00:00+0200,5.1,5.1,5.03,5.06,467177
2024-01-22 01:00:00+0200,5.06,5.07,5.01,5.02,510140
2024-01-22 02:00:00+0200,5.02,5.09,4.97,4.98,767644
2024-01-22 03:00:00+0200,4.98,5.05,4.9,4.94,456480
2024-01-22 04:00:00+0200,4.94,4.94,4.86,4.9,551500
2024-01-22 05:00:00+0200,4.9,4.92,4.82,4.87,565196
2024-01-22 06:00:00+0200,4.87,4.92,4.8,4.89,770232
2024-01-22 07:00:00+0200,4.89,4.95,4.84,4.89,362591
2024-01-22 08:00:00+0200,4.89,4.89,4.84,4.85,601033
2024-01-22 09:00:00+0200,4.85,4.9,4.78,4.88,256597
2024-01-22 10:00:00+0200,4.88,4.97,4.79,4.79,864829
2024-01-22 11:00:00+0200,4.79,4.87,4.69,4.71,948223
2024-01-22 12:00:00+0200,4.71,4.77,4.63,4.76,2496
2024-01-22 13:00:00+0200,4.76,4.79,4.71,4.77,172343
2024-01-22 14:00:00+0200,4.77,4.83,4.68,4.77,861645
2024-01-22 15:00:00+0200,4.77,4.77,4.7,4.76,719573
2024-01-22 16:00:00+0200,4.76,4.85,4.71,4.77,727114
2024-01-22 17:00:00+0200,4.77,4.81,4.69,4.76,646090
2024-01-22 18:00:00+0200,4.76,4.78,4.68,4.75,143842
2024-01-22 19:00:00+0200,4.75,4.84,4.67,4.72,586363
2024-01-22 20:00:00+0200,4.72,4.79,4.68,4.68,73436
2024-01-22 21:00:00+0200,4.68,4.76,4.64,4.64,260194
2024-01-22 22:00:00+0200,4.64,4.73,4.54,4.59,598715
2024-01-22 23:00:00+0200,4.59,4.59,4.51,4.54,615715
2024-01-23 00:00:00+0200,4.54,4.58,4.45,4.52,350673
2024-01-23 01:00:00+0200,4.52,4.6,4.45,4.51,646374
2024-01-23 02:00:00+0200,4.51,4.61,4.44,4.58,282557
2024-01-23 03:00:00+0200,4.58,4.59,4.49,4.55,186689
2024-01-23 04:00:00+0200,4.55,4.63,4.54,4.6,495753
2024-01-23 05:00:00+0200,4.6,4.61,4.58,4.59,198837
2024-01-23 06:00:00+0200,4.59,4.63,4.52,4.57,353687
2024-01-23 07:00:00+0200,4.57,4.65,4.51,4.6,203132
2024-01-23 08:00:00+0200,4.6,4.68,4.52,4.68,750390
2024-01-23 09:00:00+0200,4.68,4.74,4.63,4.73,203675
2024-01-23 10:00:00+0200,4.73,4.79,4.7,4.73,298256
2024-01-23 11:00:00+0200,4.73,4.78,4.71,4.78,213920
2024-01-23 12:00:00+0200,4.78,4.85,4.76,4.83,999604
2024-01-23 13:00:00+0200,4.83,4.83,4.82,4.82,222422
2024-01-23 14:00:00+0200,4.82,4.91,4.78,4.78,548449
2024-01-23 15:00:00+0200,4.78,4.88,4.7,4.86,82393
2024-01-23 16:00:00+0200,4.86,4.93,4.85,4.91,223391
2024-01-23 17:00:00+0200,4.91,4.99,4.84,4.84,756829
2024-01-23 18:00:00+0200,4.84,4.88,4.77,4.81,937576
2024-01-23 19:00:00+0200,4.81,4.84,4.75,4.75,640138
2024-01-23 20:00:00+0200,4.75,4.8,4.69,4.73,138084
